label,n_ch5_damage_overlap,n_joint_dig,n_joint_kill,n_messages,n_proximity,rho_ch5_damage_overlap,rho_joint_dig,rho_joint_kill,rho_messages,rho_proximity
Gemma-E4B+Heb,108,108,108,108,108,,-0.0369,,0.6137,-0.2459
