condition,seed,t_env,test_total_return_mean,total_return_mean,test_ep_length_mean
ippo_baseline,0,350000,0.0226,0.0156,50.0
ippo_baseline,0,400000,0.0193,0.0206,50.0
ippo_baseline,0,450000,0.0198,0.0177,50.0
ippo_baseline,0,500000,0.0159,0.0196,50.0
ippo_baseline,0,550000,0.0194,0.0134,50.0
ippo_baseline,0,600000,0.0171,0.0153,50.0
ippo_baseline,0,650000,0.0181,0.0191,50.0
ippo_baseline,0,700000,0.0192,0.0137,50.0
ippo_baseline,0,750000,0.0176,0.0126,50.0
ippo_baseline,0,800000,0.0145,0.0097,50.0
ippo_baseline,0,850000,0.0145,0.0029,50.0
ippo_baseline,0,900000,0.0107,0.004,50.0
ippo_baseline,0,950000,0.0057,0.0043,50.0
ippo_baseline,0,1000000,0.004,0.0097,50.0
ippo_baseline,0,1050000,0.0062,0.0204,50.0
ippo_baseline,0,1100000,0.0068,0.0164,50.0
ippo_baseline,0,1150000,0.0094,0.0056,50.0
ippo_baseline,0,1200000,0.0095,0.0106,50.0
ippo_baseline,0,1250000,0.0146,0.0166,50.0
ippo_baseline,0,1300000,0.0167,0.0248,50.0
ippo_baseline,0,1350000,0.0175,0.0202,50.0
ippo_baseline,0,1400000,0.0186,0.022,50.0
ippo_baseline,0,1450000,0.0219,0.0185,50.0
ippo_baseline,0,1500000,0.0184,0.0124,50.0
ippo_baseline,0,1550000,0.0156,0.009,50.0
ippo_baseline,0,1600000,0.0133,0.0085,50.0
ippo_baseline,0,1650000,0.0119,0.0069,50.0
ippo_baseline,0,1700000,0.0081,0.0003,50.0
ippo_baseline,0,1750000,0.0065,0.0,50.0
ippo_baseline,0,1800000,0.0035,0.0,50.0
ippo_baseline,0,1850000,0.0023,0.0,50.0
ippo_baseline,0,1900000,0.0,0.0,50.0
ippo_baseline,0,1950000,0.0,0.0,50.0
ippo_baseline,0,2000000,0.0,0.0,50.0
ippo_baseline,0,2050000,0.0,0.0,50.0
ippo_baseline,0,2100000,0.0,0.0,50.0
ippo_baseline,0,2150000,0.0,0.0,50.0
ippo_baseline,0,2200000,0.0,0.0,50.0
ippo_baseline,0,2250000,0.0,0.0,50.0
ippo_baseline,0,2300000,0.0,0.0,50.0
ippo_baseline,0,2350000,0.0,0.0,50.0
ippo_baseline,0,2400000,0.0,0.0,50.0
ippo_baseline,0,2450000,0.0,0.0,50.0
ippo_baseline,0,2500000,0.0,0.0,50.0
ippo_baseline,0,2550000,0.0,0.0,50.0
ippo_baseline,0,2600000,0.0,0.0,50.0
ippo_baseline,0,2650000,0.0,0.0,50.0
ippo_baseline,0,2700000,0.0,0.0,50.0
ippo_baseline,0,2750000,0.0,0.0,50.0
ippo_baseline,0,2800000,0.0,0.0,50.0
ippo_baseline,0,2850000,0.0,0.0,50.0
ippo_baseline,0,2900000,0.0,0.0,50.0
ippo_baseline,0,2950000,0.0,0.0,50.0
ippo_baseline,0,3000000,0.0,0.0,50.0
ippo_baseline,1,50000,0.0766,0.056,50.0
ippo_baseline,1,100000,0.0477,0.026,50.0
ippo_baseline,1,150000,0.0424,0.0334,50.0
ippo_baseline,1,200000,0.0406,0.0208,50.0
ippo_baseline,1,250000,0.0373,0.0266,50.0
ippo_baseline,1,300000,0.0255,0.0239,50.0
ippo_baseline,1,350000,0.0244,0.0263,50.0
ippo_baseline,1,400000,0.0236,0.024,50.0
ippo_baseline,1,450000,0.0242,0.0204,50.0
ippo_baseline,1,500000,0.02,0.0134,50.0
ippo_baseline,1,550000,0.0192,0.015,50.0
ippo_baseline,1,600000,0.0189,0.0102,50.0
ippo_baseline,1,650000,0.0136,0.0051,50.0
ippo_baseline,1,700000,0.0075,0.0132,50.0
ippo_baseline,1,750000,0.0079,0.0106,50.0
ippo_baseline,1,800000,0.007,0.0087,50.0
ippo_baseline,1,850000,0.0068,0.0156,50.0
ippo_baseline,1,900000,0.01,0.0157,50.0
ippo_baseline,1,950000,0.0107,0.012,50.0
ippo_baseline,1,1000000,0.0122,0.0108,50.0
ippo_baseline,1,1050000,0.0108,0.0081,50.0
ippo_baseline,1,1100000,0.0101,0.0083,50.0
ippo_baseline,1,1150000,0.0078,0.0063,50.0
ippo_baseline,1,1200000,0.0085,0.004,50.0
ippo_baseline,1,1250000,0.0068,0.0036,50.0
ippo_baseline,1,1300000,0.0083,0.0084,50.0
ippo_baseline,1,1350000,0.01,0.0065,50.0
ippo_baseline,1,1400000,0.0112,0.0043,50.0
ippo_baseline,1,1450000,0.0092,0.0099,50.0
ippo_baseline,1,1500000,0.0105,0.0081,50.0
ippo_baseline,1,1550000,0.0095,0.0092,50.0
ippo_baseline,1,1600000,0.007,0.0043,50.0
ippo_baseline,1,1650000,0.0048,0.0039,50.0
ippo_baseline,1,1700000,0.0051,0.0115,50.0
ippo_baseline,1,1750000,0.0067,0.0105,50.0
ippo_baseline,1,1800000,0.0086,0.0066,50.0
ippo_baseline,1,1850000,0.0094,0.0076,50.0
ippo_baseline,1,1900000,0.011,0.0098,50.0
ippo_baseline,1,1950000,0.0105,0.0054,50.0
ippo_baseline,1,2000000,0.007,0.0018,50.0
ippo_baseline,1,2050000,0.0041,0.0,50.0
ippo_baseline,1,2100000,0.0027,0.0,50.0
ippo_baseline,1,2150000,0.0008,0.001,50.0
ippo_baseline,1,2200000,0.0,0.0003,50.0
ippo_baseline,1,2250000,0.0014,0.0034,50.0
ippo_baseline,1,2300000,0.0014,0.0042,50.0
ippo_baseline,1,2350000,0.0016,0.0034,50.0
ippo_baseline,1,2400000,0.0037,0.0073,50.0
ippo_baseline,1,2450000,0.0058,0.0091,50.0
ippo_baseline,1,2500000,0.0058,0.0084,50.0
ippo_baseline,1,2550000,0.0099,0.0072,50.0
ippo_baseline,1,2600000,0.0112,0.007,50.0
ippo_baseline,1,2650000,0.0117,0.008,50.0
ippo_baseline,1,2700000,0.0105,0.0079,50.0
ippo_baseline,1,2750000,0.0119,0.0083,50.0
ippo_baseline,1,2800000,0.0098,0.0059,50.0
ippo_baseline,1,2850000,0.0094,0.008,50.0
ippo_baseline,1,2900000,0.0082,0.0084,50.0
ippo_baseline,1,2950000,0.0089,0.0118,50.0
ippo_baseline,1,3000000,0.0069,0.0092,50.0
ippo_baseline,2,50000,0.0771,0.0247,50.0
ippo_baseline,2,100000,0.048,0.0257,50.0
ippo_baseline,2,150000,0.0422,0.0184,50.0
ippo_baseline,2,200000,0.0396,0.0162,50.0
ippo_baseline,2,250000,0.0332,0.0146,50.0
ippo_baseline,2,300000,0.024,0.0169,50.0
ippo_baseline,2,350000,0.0258,0.0171,50.0
ippo_baseline,2,400000,0.0217,0.0102,50.0
ippo_baseline,2,450000,0.0182,0.0143,50.0
ippo_baseline,2,500000,0.0188,0.0147,50.0
ippo_baseline,2,550000,0.0132,0.0075,50.0
ippo_baseline,2,600000,0.0091,0.0035,50.0
ippo_baseline,2,650000,0.0077,0.0064,50.0
ippo_baseline,2,700000,0.0062,0.0057,50.0
ippo_baseline,2,750000,0.0066,0.0185,50.0
ippo_baseline,2,800000,0.0114,0.0149,50.0
ippo_baseline,2,850000,0.0143,0.0127,50.0
ippo_baseline,2,900000,0.0154,0.0144,50.0
ippo_baseline,2,950000,0.0184,0.0164,50.0
ippo_baseline,2,1000000,0.0189,0.01,50.0
ippo_baseline,2,1050000,0.0156,0.0174,50.0
ippo_baseline,2,1100000,0.0157,0.0108,50.0
ippo_baseline,2,1150000,0.0166,0.0075,50.0
ippo_baseline,2,1200000,0.0148,0.0072,50.0
ippo_baseline,2,1250000,0.0136,0.0077,50.0
ippo_baseline,2,1300000,0.0133,0.0102,50.0
ippo_baseline,2,1350000,0.01,0.0108,50.0
ippo_baseline,2,1400000,0.0087,0.0131,50.0
ippo_baseline,2,1450000,0.0087,0.0184,50.0
ippo_baseline,2,1500000,0.007,0.0193,50.0
ippo_baseline,2,1550000,0.0079,0.0155,50.0
ippo_baseline,2,1600000,0.0113,0.0183,50.0
ippo_baseline,2,1650000,0.0137,0.0162,50.0
ippo_baseline,2,1700000,0.0152,0.0162,50.0
ippo_baseline,2,1750000,0.0196,0.0194,50.0
ippo_baseline,2,1800000,0.0204,0.0177,50.0
ippo_baseline,2,1850000,0.0195,0.0155,50.0
ippo_baseline,2,1900000,0.0201,0.0142,50.0
ippo_baseline,2,1950000,0.0195,0.016,50.0
ippo_baseline,2,2000000,0.0186,0.0182,50.0
ippo_baseline,2,2050000,0.0199,0.0111,50.0
ippo_baseline,2,2100000,0.0171,0.0072,50.0
ippo_baseline,2,2150000,0.0152,0.0095,50.0
ippo_baseline,2,2200000,0.0125,0.0066,50.0
ippo_baseline,2,2250000,0.0113,0.0128,50.0
ippo_baseline,2,2300000,0.009,0.0104,50.0
ippo_baseline,2,2350000,0.0095,0.0036,50.0
ippo_baseline,2,2400000,0.0072,0.0033,50.0
ippo_baseline,2,2450000,0.0071,0.0038,50.0
ippo_baseline,2,2500000,0.0047,0.0008,50.0
ippo_baseline,2,2550000,0.0022,0.0003,50.0
ippo_baseline,2,2600000,0.0008,0.0,50.0
ippo_baseline,2,2650000,0.0008,0.0,50.0
ippo_baseline,2,2700000,0.0,0.0,50.0
ippo_baseline,2,2750000,0.0,0.0,50.0
ippo_baseline,2,2800000,0.0,0.002,50.0
ippo_baseline,2,2850000,0.0009,0.0089,50.0
ippo_baseline,2,2900000,0.0014,0.0026,50.0
ippo_baseline,2,2950000,0.0022,0.0046,50.0
ippo_baseline,2,3000000,0.0022,0.0004,50.0
ippo_baseline,3,50023,0.0902,0.0493,50.0
ippo_baseline,3,100023,0.0545,0.0153,50.0
ippo_baseline,3,150023,0.0403,0.0166,50.0
ippo_baseline,3,200023,0.0322,0.0154,50.0
ippo_baseline,3,250023,0.0297,0.0246,50.0
ippo_baseline,3,300023,0.0151,0.0196,50.0
ippo_baseline,3,350023,0.0123,0.0152,50.0
ippo_baseline,3,400023,0.0133,0.0132,50.0
ippo_baseline,3,450023,0.0143,0.01,50.0
ippo_baseline,3,500023,0.0111,0.011,50.0
ippo_baseline,3,550023,0.0098,0.0128,50.0
ippo_baseline,3,600023,0.0131,0.0099,50.0
ippo_baseline,3,650023,0.011,0.0073,50.0
ippo_baseline,3,700023,0.0096,0.0123,50.0
ippo_baseline,3,750023,0.0135,0.0151,50.0
ippo_baseline,3,800023,0.0136,0.0103,50.0
ippo_baseline,3,850023,0.012,0.0102,50.0
ippo_baseline,3,900023,0.0142,0.0085,50.0
ippo_baseline,3,950023,0.0142,0.0074,50.0
ippo_baseline,3,1000023,0.0114,0.0145,50.0
ippo_baseline,3,1050023,0.0115,0.0137,50.0
ippo_baseline,3,1100023,0.0113,0.0149,50.0
ippo_baseline,3,1150023,0.0122,0.014,50.0
ippo_baseline,3,1200023,0.0145,0.0156,50.0
ippo_baseline,3,1250023,0.0141,0.0171,50.0
ippo_baseline,3,1300023,0.0164,0.0145,50.0
ippo_baseline,3,1350023,0.0165,0.0124,50.0
ippo_baseline,3,1400023,0.0139,0.008,50.0
ippo_baseline,3,1450023,0.0134,0.0082,50.0
ippo_baseline,3,1500023,0.0141,0.0139,50.0
ippo_baseline,3,1550023,0.0112,0.015,50.0
ippo_baseline,3,1600023,0.0103,0.0109,50.0
ippo_baseline,3,1650023,0.0107,0.0104,50.0
ippo_baseline,3,1700023,0.0093,0.0128,50.0
ippo_baseline,3,1750023,0.0092,0.0127,50.0
ippo_baseline,3,1800023,0.0118,0.0153,50.0
ippo_baseline,3,1850023,0.0138,0.0191,50.0
ippo_baseline,3,1900023,0.0133,0.0082,50.0
ippo_baseline,3,1950023,0.0169,0.0136,50.0
ippo_baseline,3,2000023,0.0157,0.0119,50.0
ippo_baseline,3,2050023,0.0135,0.0142,50.0
ippo_baseline,3,2100023,0.0119,0.0134,50.0
ippo_baseline,3,2150023,0.0117,0.0131,50.0
ippo_baseline,3,2200023,0.0098,0.0186,50.0
ippo_baseline,3,2250023,0.0113,0.0161,50.0
ippo_baseline,3,2300023,0.0116,0.018,50.0
ippo_baseline,3,2350023,0.0141,0.0178,50.0
ippo_baseline,3,2400023,0.0173,0.018,50.0
ippo_baseline,3,2450023,0.017,0.0103,50.0
ippo_baseline,3,2500023,0.0169,0.0129,50.0
ippo_baseline,3,2550023,0.018,0.0104,50.0
ippo_baseline,3,2600023,0.016,0.0086,50.0
ippo_baseline,3,2650023,0.0129,0.0138,50.0
ippo_baseline,3,2700023,0.0113,0.015,50.0
ippo_baseline,3,2750023,0.0124,0.0143,50.0
ippo_baseline,3,2800023,0.0116,0.0196,50.0
ippo_baseline,3,2850023,0.0122,0.017,50.0
ippo_baseline,3,2900023,0.0149,0.0161,50.0
ippo_baseline,3,2950023,0.0163,0.0185,50.0
ippo_baseline,3,3000023,0.0163,0.0132,50.0
ippo_baseline,4,50000,0.0395,0.0284,50.0
ippo_baseline,4,100000,0.0345,0.0248,50.0
ippo_baseline,4,150000,0.0325,0.0263,50.0
ippo_baseline,4,200000,0.0334,0.0242,50.0
ippo_baseline,4,250000,0.031,0.0191,50.0
ippo_baseline,4,300000,0.0268,0.0125,50.0
ippo_baseline,4,350000,0.0263,0.0143,50.0
ippo_baseline,4,400000,0.0222,0.0164,50.0
ippo_baseline,4,450000,0.021,0.0162,50.0
ippo_baseline,4,500000,0.0186,0.02,50.0
ippo_baseline,4,550000,0.0182,0.0191,50.0
ippo_baseline,4,600000,0.0157,0.0193,50.0
ippo_baseline,4,650000,0.0168,0.0196,50.0
ippo_baseline,4,700000,0.0146,0.0204,50.0
ippo_baseline,4,750000,0.0146,0.0178,50.0
ippo_baseline,4,800000,0.0135,0.0135,50.0
ippo_baseline,4,850000,0.0119,0.0187,50.0
ippo_baseline,4,900000,0.0126,0.0213,50.0
ippo_baseline,4,950000,0.0154,0.0183,50.0
ippo_baseline,4,1000000,0.0156,0.0182,50.0
ippo_baseline,4,1050000,0.0157,0.0153,50.0
ippo_baseline,4,1100000,0.0198,0.0163,50.0
ippo_baseline,4,1150000,0.0201,0.0184,50.0
ippo_baseline,4,1200000,0.0178,0.0159,50.0
ippo_baseline,4,1250000,0.0189,0.0173,50.0
ippo_baseline,4,1300000,0.0192,0.0153,50.0
ippo_baseline,4,1350000,0.0167,0.0131,50.0
ippo_baseline,4,1400000,0.0144,0.0081,50.0
ippo_baseline,4,1450000,0.0113,0.0085,50.0
ippo_baseline,4,1500000,0.0094,0.0084,50.0
ippo_baseline,4,1550000,0.0093,0.0117,50.0
ippo_baseline,4,1600000,0.0087,0.0077,50.0
ippo_baseline,4,1650000,0.011,0.0073,50.0
ippo_baseline,4,1700000,0.0107,0.008,50.0
ippo_baseline,4,1750000,0.0105,0.0097,50.0
ippo_baseline,4,1800000,0.009,0.0079,50.0
ippo_baseline,4,1850000,0.0088,0.0078,50.0
ippo_baseline,4,1900000,0.007,0.0091,50.0
ippo_baseline,4,1950000,0.0076,0.0087,50.0
ippo_baseline,4,2000000,0.008,0.0084,50.0
ippo_baseline,4,2050000,0.0084,0.0082,50.0
ippo_baseline,4,2100000,0.0101,0.0133,50.0
ippo_baseline,4,2150000,0.0119,0.013,50.0
ippo_baseline,4,2200000,0.0138,0.0102,50.0
ippo_baseline,4,2250000,0.0158,0.0139,50.0
ippo_baseline,4,2300000,0.0173,0.0153,50.0
ippo_baseline,4,2350000,0.015,0.0095,50.0
ippo_baseline,4,2400000,0.0127,0.0108,50.0
ippo_baseline,4,2450000,0.0099,0.0079,50.0
ippo_baseline,4,2500000,0.0083,0.0116,50.0
ippo_baseline,4,2550000,0.0072,0.0096,50.0
ippo_baseline,4,2600000,0.0064,0.009,50.0
ippo_baseline,4,2650000,0.0053,0.0079,50.0
ippo_baseline,4,2700000,0.0063,0.0093,50.0
ippo_baseline,4,2750000,0.0057,0.0092,50.0
ippo_baseline,4,2800000,0.0053,0.0119,50.0
ippo_baseline,4,2850000,0.0064,0.0094,50.0
ippo_baseline,4,2900000,0.0093,0.0106,50.0
ippo_baseline,4,2950000,0.0096,0.0091,50.0
ippo_baseline,4,3000000,0.0099,0.0095,50.0
seac,0,50000,0.0639,0.0498,50.0
seac,0,100000,0.0319,0.0,50.0
seac,0,150000,0.0213,0.0,50.0
seac,0,200000,0.016,0.0,50.0
seac,0,250000,0.0147,0.005,50.0
seac,0,300000,0.0038,0.0124,50.0
seac,0,350000,0.0052,0.011,50.0
seac,0,400000,0.0085,0.0117,50.0
seac,0,450000,0.0098,0.0094,50.0
seac,0,500000,0.0099,0.0088,50.0
seac,0,550000,0.0109,0.0116,50.0
seac,0,600000,0.0107,0.0101,50.0
seac,0,650000,0.0086,0.0093,50.0
seac,0,700000,0.0083,0.0076,50.0
seac,0,750000,0.0081,0.0089,50.0
seac,0,800000,0.0087,0.0083,50.0
seac,0,850000,0.0088,0.007,50.0
seac,0,900000,0.01,0.0082,50.0
seac,0,950000,0.0101,0.0091,50.0
seac,0,1000000,0.0104,0.011,50.0
seac,0,1050000,0.0085,0.0104,50.0
seac,0,1100000,0.0085,0.0085,50.0
seac,0,1150000,0.0083,0.0078,50.0
seac,0,1200000,0.0089,0.0068,50.0
seac,0,1250000,0.0096,0.0057,50.0
seac,0,1300000,0.0088,0.0078,50.0
seac,0,1350000,0.0089,0.0098,50.0
seac,0,1400000,0.0081,0.0073,50.0
seac,0,1450000,0.0086,0.0099,50.0
seac,0,1500000,0.007,0.0073,50.0
seac,0,1550000,0.0082,0.0103,50.0
seac,0,1600000,0.0085,0.006,50.0
seac,0,1650000,0.0091,0.0068,50.0
seac,0,1700000,0.0086,0.0075,50.0
seac,0,1750000,0.0088,0.0086,50.0
seac,0,1800000,0.0092,0.0076,50.0
seac,0,1850000,0.0094,0.0093,50.0
seac,0,1900000,0.0092,0.0076,50.0
seac,0,1950000,0.0087,0.0079,50.0
seac,0,2000000,0.0097,0.0074,50.0
seac,0,2050000,0.0083,0.0089,50.0
seac,0,2100000,0.0066,0.0085,50.0
seac,0,2150000,0.0067,0.0117,50.0
seac,0,2200000,0.0077,0.0075,50.0
seac,0,2250000,0.0073,0.0106,50.0
seac,0,2300000,0.0069,0.0078,50.0
seac,0,2350000,0.0091,0.0119,50.0
seac,0,2400000,0.0093,0.0076,50.0
seac,0,2450000,0.0074,0.0077,50.0
seac,0,2500000,0.0062,0.0087,50.0
seac,0,2550000,0.0087,0.0091,50.0
seac,0,2600000,0.0083,0.0084,50.0
seac,0,2650000,0.0081,0.0097,50.0
seac,0,2700000,0.0087,0.006,50.0
seac,0,2750000,0.0115,0.0088,50.0
seac,0,2800000,0.0097,0.0064,50.0
seac,0,2850000,0.0108,0.01,50.0
seac,0,2900000,0.0137,0.007,50.0
seac,0,2950000,0.0138,0.0089,50.0
seac,0,3000000,0.0114,0.0109,50.0
seac,1,50000,0.0766,0.0377,50.0
seac,1,100000,0.0383,0.0,50.0
seac,1,150000,0.0255,0.0044,50.0
seac,1,200000,0.028,0.0243,50.0
seac,1,250000,0.0271,0.0307,50.0
seac,1,300000,0.0169,0.0256,50.0
seac,1,350000,0.023,0.0297,50.0
seac,1,400000,0.0263,0.0284,50.0
seac,1,450000,0.0253,0.028,50.0
seac,1,500000,0.0265,0.0284,50.0
seac,1,550000,0.0268,0.0264,50.0
seac,1,600000,0.0258,0.0291,50.0
seac,1,650000,0.0252,0.0305,50.0
seac,1,700000,0.0285,0.0284,50.0
seac,1,750000,0.0288,0.0269,50.0
seac,1,800000,0.0299,0.0263,50.0
seac,1,850000,0.0308,0.024,50.0
seac,1,900000,0.0333,0.0235,50.0
seac,1,950000,0.0291,0.0275,50.0
seac,1,1000000,0.0274,0.0295,50.0
seac,1,1050000,0.0247,0.0291,50.0
seac,1,1100000,0.023,0.0237,50.0
seac,1,1150000,0.0226,0.0291,50.0
seac,1,1200000,0.021,0.023,50.0
seac,1,1250000,0.0229,0.0236,50.0
seac,1,1300000,0.0236,0.027,50.0
seac,1,1350000,0.0275,0.028,50.0
seac,1,1400000,0.0278,0.0225,50.0
seac,1,1450000,0.0292,0.0271,50.0
seac,1,1500000,0.0298,0.0275,50.0
seac,1,1550000,0.031,0.0272,50.0
seac,1,1600000,0.0277,0.0275,50.0
seac,1,1650000,0.0276,0.0306,50.0
seac,1,1700000,0.0283,0.0213,50.0
seac,1,1750000,0.024,0.0303,50.0
seac,1,1800000,0.0278,0.024,50.0
seac,1,1850000,0.0302,0.0228,50.0
seac,1,1900000,0.0318,0.0231,50.0
seac,1,1950000,0.0334,0.0246,50.0
seac,1,2000000,0.0345,0.0259,50.0
seac,1,2050000,0.0323,0.0259,50.0
seac,1,2100000,0.0298,0.0269,50.0
seac,1,2150000,0.0289,0.0274,50.0
seac,1,2200000,0.0281,0.0254,50.0
seac,1,2250000,0.0291,0.0262,50.0
seac,1,2300000,0.0265,0.0246,50.0
seac,1,2350000,0.0275,0.0265,50.0
seac,1,2400000,0.0239,0.0267,50.0
seac,1,2450000,0.0199,0.0244,50.0
seac,1,2500000,0.0202,0.023,50.0
seac,1,2550000,0.0222,0.0247,50.0
seac,1,2600000,0.0204,0.0248,50.0
seac,1,2650000,0.0235,0.0323,50.0
seac,1,2700000,0.0273,0.0229,50.0
seac,1,2750000,0.0249,0.0225,50.0
seac,1,2800000,0.026,0.0251,50.0
seac,1,2850000,0.0293,0.024,50.0
seac,1,2900000,0.0282,0.0207,50.0
seac,1,2950000,0.0285,0.0278,50.0
seac,1,3000000,0.0292,0.0266,50.0
seac,2,50000,0.0771,0.0108,50.0
seac,2,100000,0.0401,0.0123,50.0
seac,2,150000,0.0365,0.0155,50.0
seac,2,200000,0.0306,0.0186,50.0
seac,2,250000,0.0273,0.0164,50.0
seac,2,300000,0.0119,0.0,50.0
seac,2,350000,0.0113,0.0,50.0
seac,2,400000,0.0054,0.0,50.0
seac,2,450000,0.0029,0.0,50.0
seac,2,500000,0.0,0.0,50.0
seac,2,550000,0.0,0.0,50.0
seac,2,600000,0.0,0.0,50.0
seac,2,650000,0.0,0.0,50.0
seac,2,700000,0.0,0.0,50.0
seac,2,750000,0.0,0.0,50.0
seac,2,800000,0.0,0.0,50.0
seac,2,850000,0.0,0.0,50.0
seac,2,900000,0.0,0.0,50.0
seac,2,950000,0.0,0.0,50.0
seac,2,1000000,0.0,0.0,50.0
seac,2,1050000,0.0,0.0,50.0
seac,2,1100000,0.0,0.0,50.0
seac,2,1150000,0.0,0.0,50.0
seac,2,1200000,0.0,0.0,50.0
seac,2,1250000,0.0,0.0,50.0
seac,2,1300000,0.0,0.0,50.0
seac,2,1350000,0.0,0.0,50.0
seac,2,1400000,0.0,0.0,50.0
seac,2,1450000,0.0,0.0,50.0
seac,2,1500000,0.0,0.0,50.0
seac,2,1550000,0.0,0.0,50.0
seac,2,1600000,0.0,0.0,50.0
seac,2,1650000,0.0,0.0,50.0
seac,2,1700000,0.0,0.0,50.0
seac,2,1750000,0.0,0.0,50.0
seac,2,1800000,0.0,0.0,50.0
seac,2,1850000,0.0,0.0,50.0
seac,2,1900000,0.0,0.0,50.0
seac,2,1950000,0.0,0.0,50.0
seac,2,2000000,0.0,0.0,50.0
seac,2,2050000,0.0,0.0,50.0
seac,2,2100000,0.0,0.0,50.0
seac,2,2150000,0.0,0.0,50.0
seac,2,2200000,0.0,0.0,50.0
seac,2,2250000,0.0,0.0,50.0
seac,2,2300000,0.0,0.0,50.0
seac,2,2350000,0.0,0.0,50.0
seac,2,2400000,0.0,0.0,50.0
seac,2,2450000,0.0,0.0,50.0
seac,2,2500000,0.0,0.0,50.0
seac,2,2550000,0.0,0.0,50.0
seac,2,2600000,0.0,0.0,50.0
seac,2,2650000,0.0,0.0,50.0
seac,2,2700000,0.0,0.0,50.0
seac,2,2750000,0.0,0.0,50.0
seac,2,2800000,0.0,0.0,50.0
seac,2,2850000,0.0,0.0,50.0
seac,2,2900000,0.0,0.0,50.0
seac,2,2950000,0.0,0.0,50.0
seac,2,3000000,0.0,0.0,50.0
seac,3,50000,0.0902,0.0312,50.0
seac,3,100000,0.0451,0.0,50.0
seac,3,150000,0.0301,0.0,50.0
seac,3,200000,0.0225,0.0,50.0
seac,3,250000,0.018,0.0059,50.0
seac,3,300000,0.0012,0.0097,50.0
seac,3,350000,0.0026,0.0074,50.0
seac,3,400000,0.0053,0.0085,50.0
seac,3,450000,0.0056,0.0092,50.0
seac,3,500000,0.0067,0.0105,50.0
seac,3,550000,0.0085,0.008,50.0
seac,3,600000,0.0104,0.006,50.0
seac,3,650000,0.0087,0.0081,50.0
seac,3,700000,0.0096,0.0077,50.0
seac,3,750000,0.0115,0.0087,50.0
seac,3,800000,0.0105,0.0049,50.0
seac,3,850000,0.0095,0.0082,50.0
seac,3,900000,0.0092,0.0081,50.0
seac,3,950000,0.0119,0.0085,50.0
seac,3,1000000,0.0106,0.0077,50.0
seac,3,1050000,0.0103,0.0077,50.0
seac,3,1100000,0.0091,0.007,50.0
seac,3,1150000,0.0111,0.0065,50.0
seac,3,1200000,0.0084,0.0074,50.0
seac,3,1250000,0.0075,0.0088,50.0
seac,3,1300000,0.009,0.0081,50.0
seac,3,1350000,0.0092,0.0085,50.0
seac,3,1400000,0.0079,0.006,50.0
seac,3,1450000,0.009,0.0067,50.0
seac,3,1500000,0.0103,0.0088,50.0
seac,3,1550000,0.0086,0.0086,50.0
seac,3,1600000,0.0096,0.009,50.0
seac,3,1650000,0.011,0.0086,50.0
seac,3,1700000,0.011,0.0088,50.0
seac,3,1750000,0.0107,0.0102,50.0
seac,3,1800000,0.0114,0.0077,50.0
seac,3,1850000,0.011,0.0117,50.0
seac,3,1900000,0.01,0.0058,50.0
seac,3,1950000,0.0109,0.0079,50.0
seac,3,2000000,0.0103,0.0094,50.0
seac,3,2050000,0.0104,0.0105,50.0
seac,3,2100000,0.0087,0.0078,50.0
seac,3,2150000,0.0093,0.009,50.0
seac,3,2200000,0.0087,0.0104,50.0
seac,3,2250000,0.0107,0.0067,50.0
seac,3,2300000,0.01,0.0079,50.0
seac,3,2350000,0.0117,0.0086,50.0
seac,3,2400000,0.0107,0.0099,50.0
seac,3,2450000,0.0099,0.0086,50.0
seac,3,2500000,0.0083,0.0093,50.0
seac,3,2550000,0.0103,0.0099,50.0
seac,3,2600000,0.0104,0.0069,50.0
seac,3,2650000,0.011,0.008,50.0
seac,3,2700000,0.0106,0.008,50.0
seac,3,2750000,0.0091,0.0081,50.0
seac,3,2800000,0.0085,0.0089,50.0
seac,3,2850000,0.0075,0.0104,50.0
seac,3,2900000,0.0079,0.0066,50.0
seac,3,2950000,0.0084,0.0084,50.0
seac,3,3000000,0.0089,0.0065,50.0
seac,4,50000,0.0395,0.0223,50.0
seac,4,100000,0.03,0.0282,50.0
seac,4,150000,0.0307,0.01,50.0
seac,4,200000,0.023,0.0,50.0
seac,4,250000,0.0184,0.0,50.0
seac,4,300000,0.0105,0.0,50.0
seac,4,350000,0.0064,0.0,50.0
seac,4,400000,0.0,0.0,50.0
seac,4,450000,0.0,0.0,50.0
seac,4,500000,0.0,0.0,50.0
seac,4,550000,0.0,0.0075,50.0
seac,4,600000,0.0017,0.0068,50.0
seac,4,650000,0.0036,0.0099,50.0
seac,4,700000,0.0065,0.0109,50.0
seac,4,750000,0.0084,0.0088,50.0
seac,4,800000,0.0094,0.0073,50.0
seac,4,850000,0.0096,0.0063,50.0
seac,4,900000,0.0098,0.0093,50.0
seac,4,950000,0.0095,0.0093,50.0
seac,4,1000000,0.0079,0.0069,50.0
seac,4,1050000,0.0078,0.0084,50.0
seac,4,1100000,0.0087,0.0074,50.0
seac,4,1150000,0.0094,0.0071,50.0
seac,4,1200000,0.0084,0.0086,50.0
seac,4,1250000,0.0092,0.0045,50.0
seac,4,1300000,0.0087,0.0031,50.0
seac,4,1350000,0.0058,0.0014,50.0
seac,4,1400000,0.0034,0.0134,50.0
seac,4,1450000,0.0045,0.01,50.0
